left,right
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
10,8
1645,1635
1223,1301
716,839
694,693
434,539
568,640
513,576
409,458
596,699
479,578
417,493
636,673
462,516
523,590
577,667
472,561
618,688
546,631
451,510
653,751
517,584
499,556
659,713
498,580
595,652
594,708
500,585
646,729
557,658
487,505
724,802
545,665
571,652
677,726
551,615
650,747
644,704
530,605
713,832
604,649
542,650
757,809
576,659
634,739
709,776
581,667
707,785
659,751
572,671
787,822
633,760
618,659
774,860
622,739
711,751
735,807
618,723
796,868
705,770
619,682
794,897
666,756
605,677
582,641
572,640
565,641
570,649
569,663
561,651
571,637
560,619
569,630
568,647
558,657
562,657
562,630
571,630
577,629
564,631
556,639
558,658
570,643
575,636
569,609
565,625
566,645
558,663
563,668
565,634
561,634
572,628
561,633
561,645
566,665
559,659
556,637
556,610
561,629
566,647
557,667
564,663
565,627
568,624
571,625
563,628
559,637
557,662
559,643
568,634
561,619
559,642
563,642
556,662
565,658
563,623
563,625
564,629
564,628
567,645
565,659
561,646
556,630
556,610
560,626
567,639
563,661
558,667
561,638
563,633
569,628
566,629
553,641
556,657
550,636
561,625
567,607
557,619
563,638
556,651
565,651
571,626
559,615
566,617
559,621
559,635
565,654
561,632
561,626
559,615
564,623
571,639
563,658
561,654
559,623
565,603
567,618
562,629
557,650
563,654
561,623
564,621
559,623
553,626
559,627
558,648
567,633
585,618
571,603
561,628
560,632
561,658
574,651
563,619
560,622
557,614
555,627
563,630
561,656
553,645
570,627
565,611
567,629
569,638
561,649
568,654
563,619
563,623
570,624
557,636
563,644
563,652
559,636
570,627
572,596
561,615
564,632
559,656
572,652
564,624
564,624
560,620
557,637
559,636
567,658
561,637
564,623
564,595
570,613
565,637
569,657
563,651
563,615
561,614
565,616
557,623
549,630
557,650
562,633
566,619
569,598
545,616
555,636
550,658
563,657
574,622
561,618
556,621
551,633
559,637
568,658
561,637
554,629
559,604
555,613
562,631
557,649
562,652
568,615
560,613
565,617
564,626
558,634
557,652
557,638
565,622
563,601
556,617
559,630
556,652
562,659
567,626
563,621
558,624
562,630
555,634
559,651
563,632
555,623
563,599
557,612
557,631
559,651
560,656
564,624
557,613
560,621
563,628
559,636
566,652
562,632
566,621
568,602
563,611
566,628
553,651
563,647
567,617
562,608
562,613
560,625
563,633
565,649
560,629
557,622
554,602
548,611
563,628
566,648
563,646
567,623
566,613
559,630
562,635
561,646
563,656
559,628
566,625
563,601
564,613
563,634
561,653
564,652
568,626
561,623
554,634
563,644
557,635
566,653
568,641
561,623
569,599
555,610
561,632
565,655
560,655
563,622
566,615
561,621
566,628
557,642
563,658
566,639
565,626
565,603
555,619
550,638
554,648
556,655
567,615
563,617
560,621
563,634
555,646
565,656
566,645
563,625
559,602
552,619
560,627
563,643
563,654
563,619
563,619
559,617
558,629
553,640
556,656
561,647
561,625
570,604
563,621
552,630
565,644
559,654
560,631
567,625
557,609
557,622
557,634
557,655
572,646
561,620
566,608
559,629
555,630
558,637
555,657
551,644
558,624
556,607
567,623
559,650
558,663
564,660
559,631
566,621
570,620
552,623
551,628
556,649
562,638
565,624
560,609
556,631
560,645
556,663
560,659
562,629
567,629
560,615
553,619
558,638
561,664
559,657
569,630
559,616
567,629
564,640
553,646
562,655
557,636
566,627
574,609
561,621
564,640
550,657
561,654
564,619
560,614
558,620
561,625
557,639
570,661
562,644
562,633
561,600
563,618
567,632
561,648
550,655
555,623
558,625
561,623
565,632
559,636
563,661
563,652
560,633
561,605
560,626
549,635
555,648
558,661
561,631
561,625
554,614
562,621
553,638
561,655
563,650
560,620
561,611
556,621
561,632
575,634
555,653
558,638
551,627
561,604
564,628
556,630
558,644
553,653
557,629
570,623
561,620
563,626
561,631
555,658
563,647
554,629
552,607
559,626
550,644
562,653
564,654
563,636
563,643
559,622
558,620
562,636
558,663
561,648
563,629
555,616
572,625
563,636
554,650
563,657
561,635
565,624
565,605
559,616
565,631
570,656
569,657
572,623
557,623
555,625
555,638
559,630
561,650
564,643
563,627
563,607
561,629
572,637
560,654
556,658
559,627
554,624
550,624
557,621
557,628
555,653
559,644
563,627
570,615
563,626
559,635
563,636
560,657
564,630
558,624
557,616
563,622
555,630
560,646
561,646
556,619
565,613
554,613
563,620
564,630
559,658
566,636
567,624
555,602
565,629
553,636
556,641
558,646
559,617
566,620
565,621
557,626
554,633
553,659
563,641
564,621
552,603
557,629
548,630
554,644
564,643
560,623
559,619
561,606
564,617
566,637
555,657
563,646
561,621
556,610
561,621
560,634
550,637
557,647
558,630
567,624
567,603
556,613
564,632
554,652
561,652
567,618
564,613
556,622
555,621
553,638
560,654
559,640
561,624
562,595
561,615
565,637
565,655
556,663
560,632
557,626
565,612
568,621
556,632
556,650
557,640
564,623
568,604
560,617
559,625
557,646
564,666
568,637
563,623
553,609
557,621
551,637
559,649
562,648
555,626
563,618
557,619
560,622
567,634
557,658
566,645
564,629
566,604
572,626
561,634
551,644
553,650
559,626
572,621
567,602
559,613
563,635
557,658
561,654
562,625
555,608
560,626
553,629
560,632
560,640
553,637
556,621
563,594
557,613
563,629
561,648
554,663
555,632
560,619
564,613
563,622
550,634
560,647
547,639
564,623
565,595
557,615
558,626
555,641
558,654
570,619
558,617
562,612
563,624
560,632
558,643
553,640
551,619
553,594
551,613
559,616
554,634
552,655
566,633
559,628
562,609
563,623
556,632
555,643
555,642
557,618
562,607
552,614
553,621
553,627
553,652
559,639
557,633
551,609
555,628
556,631
557,643
563,644
555,617
559,611
550,611
559,618
563,634
553,659
555,646
561,628
552,602
567,619
557,633
558,636
559,638
554,620
557,615
557,597
553,603
560,624
551,647
565,640
563,619
331,368
402,469
491,574
278,360
420,499
409,457
302,374
423,545
341,379
351,416
446,542
293,294
380,495
437,490
262,321
409,458
374,428
309,365
417,518
292,333
328,410
432,456
232,318
368,382
393,459
217,306
382,396
298,360
282,364
383,434
235,252
315,355
389,463
169,251
339,383
319,371
198,215
351,429
236,292
248,304
354,418
158,214
278,336
335,388
117,169
293,335
253,296
157,207
296,352
161,236
190,243
309,359
76,116
221,259
261,379
69,135
224,240
176,234
4,4
4,4
4,36
4,26
4,8
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
